"spread_type","position_name","most_common_card","most_common_card_img","orientation","count","draw_date"
"celtic_cross","The Outcome","Two of Cups","https://ik.imagekit.io/tarotmancer/c02.webp","upright","2","2024-07-05"
"celtic_cross","The Challenge","Two of Cups","https://ik.imagekit.io/tarotmancer/c02.webp","upright","1","2024-07-07"
"celtic_cross","The Situation","Two of Cups","https://ik.imagekit.io/tarotmancer/c02.webp","upright","1","2024-07-12"
"celtic_cross","External Influences","Two of Cups","https://ik.imagekit.io/tarotmancer/c02.webp","upright","1","2024-07-13"
"celtic_cross","Hopes and Fears","Two of Cups","https://ik.imagekit.io/tarotmancer/c02.webp","reversed","1","2024-07-12"
"celtic_cross","Yourself","Two of Cups","https://ik.imagekit.io/tarotmancer/c02.webp","reversed","1","2024-07-17"
"celtic_cross","Yourself","Two of Cups","https://ik.imagekit.io/tarotmancer/c02.webp","reversed","1","2024-07-05"
"celtic_cross","The Future","Two of Cups","https://ik.imagekit.io/tarotmancer/c02.webp","upright","1","2024-07-05"
"celtic_cross","The Past","Two of Cups","https://ik.imagekit.io/tarotmancer/c02.webp","reversed","1","2024-07-09"
"celtic_cross","The Outcome","Two of Cups","https://ik.imagekit.io/tarotmancer/c02.webp","reversed","1","2024-07-13"
"celtic_cross","The Situation","Two of Cups","https://ik.imagekit.io/tarotmancer/c02.webp","upright","1","2024-07-21"
"celtic_cross","The Future","Two of Cups","https://ik.imagekit.io/tarotmancer/c02.webp","reversed","1","2024-07-24"
"celtic_cross","Yourself","Two of Cups","https://ik.imagekit.io/tarotmancer/c02.webp","reversed","1","2024-07-06"
"celtic_cross","Yourself","Two of Cups","https://ik.imagekit.io/tarotmancer/c02.webp","upright","1","2024-07-12"
"celtic_cross","The Challenge","Two of Cups","https://ik.imagekit.io/tarotmancer/c02.webp","upright","1","2024-07-21"
"celtic_cross","Hopes and Fears","Two of Cups","https://ik.imagekit.io/tarotmancer/c02.webp","upright","1","2024-07-06"
"celtic_cross","The Outcome","Two of Cups","https://ik.imagekit.io/tarotmancer/c02.webp","reversed","1","2024-07-16"
"celtic_cross","External Influences","Two of Cups","https://ik.imagekit.io/tarotmancer/c02.webp","upright","1","2024-07-15"
"celtic_cross","The Future","Three of Cups","https://ik.imagekit.io/tarotmancer/c03.webp","upright","1","2024-07-09"
"celtic_cross","The Situation","Three of Cups","https://ik.imagekit.io/tarotmancer/c03.webp","upright","1","2024-07-05"
"celtic_cross","The Outcome","Three of Cups","https://ik.imagekit.io/tarotmancer/c03.webp","reversed","1","2024-07-10"
"celtic_cross","The Foundation","Three of Cups","https://ik.imagekit.io/tarotmancer/c03.webp","upright","1","2024-07-06"
"celtic_cross","Yourself","Three of Cups","https://ik.imagekit.io/tarotmancer/c03.webp","reversed","1","2024-07-18"
"celtic_cross","The Foundation","Three of Cups","https://ik.imagekit.io/tarotmancer/c03.webp","reversed","1","2024-07-15"
"celtic_cross","The Outcome","Three of Cups","https://ik.imagekit.io/tarotmancer/c03.webp","upright","1","2024-07-13"
"celtic_cross","The Situation","Three of Cups","https://ik.imagekit.io/tarotmancer/c03.webp","reversed","1","2024-07-19"
"three_card","The Future","Three of Cups","https://ik.imagekit.io/tarotmancer/c03.webp","reversed","1","2024-07-04"
"celtic_cross","The Challenge","Three of Cups","https://ik.imagekit.io/tarotmancer/c03.webp","upright","1","2024-07-19"
"celtic_cross","The Future","Three of Cups","https://ik.imagekit.io/tarotmancer/c03.webp","reversed","1","2024-07-07"
"celtic_cross","The Past","Three of Cups","https://ik.imagekit.io/tarotmancer/c03.webp","reversed","1","2024-07-18"
"celtic_cross","The Outcome","Three of Cups","https://ik.imagekit.io/tarotmancer/c03.webp","upright","1","2024-07-26"
"celtic_cross","Hopes and Fears","Three of Cups","https://ik.imagekit.io/tarotmancer/c03.webp","reversed","1","2024-07-27"
"celtic_cross","External Influences","Three of Cups","https://ik.imagekit.io/tarotmancer/c03.webp","reversed","2","2024-07-09"
"celtic_cross","The Present","Three of Cups","https://ik.imagekit.io/tarotmancer/c03.webp","reversed","1","2024-07-18"
"celtic_cross","The Situation","Three of Cups","https://ik.imagekit.io/tarotmancer/c03.webp","reversed","1","2024-07-06"
"celtic_cross","The Future","Three of Cups","https://ik.imagekit.io/tarotmancer/c03.webp","reversed","1","2024-07-05"
"celtic_cross","Hopes and Fears","Three of Cups","https://ik.imagekit.io/tarotmancer/c03.webp","reversed","1","2024-07-15"
"celtic_cross","The Foundation","Three of Cups","https://ik.imagekit.io/tarotmancer/c03.webp","upright","1","2024-07-21"
"celtic_cross","External Influences","Three of Cups","https://ik.imagekit.io/tarotmancer/c03.webp","upright","1","2024-07-29"
"celtic_cross","The Challenge","Three of Cups","https://ik.imagekit.io/tarotmancer/c03.webp","upright","1","2024-07-18"
"celtic_cross","The Present","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","reversed","1","2024-07-28"
"celtic_cross","External Influences","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","reversed","1","2024-07-17"
"celtic_cross","The Challenge","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","reversed","1","2024-07-06"
"celtic_cross","External Influences","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","upright","1","2024-07-05"
"celtic_cross","The Present","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","upright","1","2024-07-11"
"celtic_cross","External Influences","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","reversed","1","2024-07-05"
"celtic_cross","Yourself","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","reversed","1","2024-07-29"
"celtic_cross","Yourself","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","upright","1","2024-07-17"
"celtic_cross","The Past","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","upright","1","2024-07-14"
"celtic_cross","The Present","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","upright","1","2024-07-08"
"celtic_cross","External Influences","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","reversed","1","2024-07-06"
"celtic_cross","The Present","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","reversed","1","2024-07-06"
"celtic_cross","The Challenge","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","upright","1","2024-07-28"
"celtic_cross","The Challenge","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","upright","1","2024-07-06"
"celtic_cross","The Foundation","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","reversed","1","2024-07-11"
"celtic_cross","The Present","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","upright","1","2024-07-09"
"celtic_cross","The Situation","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","reversed","1","2024-07-06"
"celtic_cross","The Future","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","reversed","1","2024-07-06"
"celtic_cross","External Influences","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","upright","1","2024-07-17"
"celtic_cross","The Challenge","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","reversed","1","2024-07-07"
"celtic_cross","The Foundation","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","upright","1","2024-07-29"
"celtic_cross","Hopes and Fears","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","reversed","1","2024-07-15"
"three_card","The Future","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","upright","1","2024-07-25"
"celtic_cross","External Influences","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","upright","1","2024-07-06"
"celtic_cross","The Present","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","upright","1","2024-07-17"
"celtic_cross","The Present","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","reversed","1","2024-07-19"
"three_card","The Present","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","upright","1","2024-07-25"
"celtic_cross","Hopes and Fears","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","reversed","1","2024-07-24"
"celtic_cross","Hopes and Fears","Four of Cups","https://ik.imagekit.io/tarotmancer/c04.webp","upright","1","2024-07-08"
"celtic_cross","Yourself","Five of Cups","https://ik.imagekit.io/tarotmancer/c05.webp","upright","1","2024-07-22"
"celtic_cross","The Outcome","Five of Cups","https://ik.imagekit.io/tarotmancer/c05.webp","upright","1","2024-07-06"
"celtic_cross","The Foundation","Five of Cups","https://ik.imagekit.io/tarotmancer/c05.webp","reversed","1","2024-07-17"
"celtic_cross","The Past","Five of Cups","https://ik.imagekit.io/tarotmancer/c05.webp","upright","1","2024-07-18"
"celtic_cross","The Situation","Five of Cups","https://ik.imagekit.io/tarotmancer/c05.webp","upright","1","2024-07-28"
"celtic_cross","Yourself","Five of Cups","https://ik.imagekit.io/tarotmancer/c05.webp","reversed","1","2024-07-13"
"celtic_cross","The Present","Five of Cups","https://ik.imagekit.io/tarotmancer/c05.webp","reversed","1","2024-07-12"
"celtic_cross","The Situation","Five of Cups","https://ik.imagekit.io/tarotmancer/c05.webp","reversed","1","2024-07-17"
"celtic_cross","The Situation","Five of Cups","https://ik.imagekit.io/tarotmancer/c05.webp","upright","1","2024-07-14"
"celtic_cross","The Outcome","Five of Cups","https://ik.imagekit.io/tarotmancer/c05.webp","reversed","1","2024-07-05"
"celtic_cross","The Present","Five of Cups","https://ik.imagekit.io/tarotmancer/c05.webp","reversed","1","2024-07-06"
"celtic_cross","Yourself","Five of Cups","https://ik.imagekit.io/tarotmancer/c05.webp","reversed","1","2024-07-07"
"celtic_cross","The Outcome","Five of Cups","https://ik.imagekit.io/tarotmancer/c05.webp","reversed","1","2024-07-06"
"celtic_cross","External Influences","Five of Cups","https://ik.imagekit.io/tarotmancer/c05.webp","reversed","1","2024-07-06"
"three_card","The Future","Five of Cups","https://ik.imagekit.io/tarotmancer/c05.webp","reversed","1","2024-07-24"
"celtic_cross","The Situation","Five of Cups","https://ik.imagekit.io/tarotmancer/c05.webp","upright","1","2024-07-27"
"celtic_cross","The Situation","Five of Cups","https://ik.imagekit.io/tarotmancer/c05.webp","upright","1","2024-07-13"
"celtic_cross","The Present","Five of Cups","https://ik.imagekit.io/tarotmancer/c05.webp","upright","1","2024-07-29"
"celtic_cross","The Foundation","Five of Cups","https://ik.imagekit.io/tarotmancer/c05.webp","reversed","1","2024-07-29"
"celtic_cross","The Challenge","Five of Cups","https://ik.imagekit.io/tarotmancer/c05.webp","reversed","1","2024-07-11"
"celtic_cross","Hopes and Fears","Five of Cups","https://ik.imagekit.io/tarotmancer/c05.webp","upright","1","2024-07-05"
"celtic_cross","The Outcome","Six of Cups","https://ik.imagekit.io/tarotmancer/c06.webp","upright","1","2024-07-04"
"celtic_cross","The Past","Six of Cups","https://ik.imagekit.io/tarotmancer/c06.webp","reversed","1","2024-07-14"
"celtic_cross","The Foundation","Six of Cups","https://ik.imagekit.io/tarotmancer/c06.webp","reversed","1","2024-07-29"
"celtic_cross","The Challenge","Six of Cups","https://ik.imagekit.io/tarotmancer/c06.webp","reversed","1","2024-07-08"
"celtic_cross","The Outcome","Six of Cups","https://ik.imagekit.io/tarotmancer/c06.webp","upright","1","2024-07-06"
"celtic_cross","The Challenge","Six of Cups","https://ik.imagekit.io/tarotmancer/c06.webp","reversed","1","2024-07-09"
"celtic_cross","The Future","Six of Cups","https://ik.imagekit.io/tarotmancer/c06.webp","upright","1","2024-07-14"
"celtic_cross","The Foundation","Six of Cups","https://ik.imagekit.io/tarotmancer/c06.webp","upright","1","2024-07-08"
"celtic_cross","The Foundation","Six of Cups","https://ik.imagekit.io/tarotmancer/c06.webp","reversed","1","2024-07-05"
"celtic_cross","Yourself","Six of Cups","https://ik.imagekit.io/tarotmancer/c06.webp","upright","1","2024-07-13"
"celtic_cross","The Present","Six of Cups","https://ik.imagekit.io/tarotmancer/c06.webp","upright","1","2024-07-28"
"celtic_cross","Yourself","Six of Cups","https://ik.imagekit.io/tarotmancer/c06.webp","upright","1","2024-07-14"
"celtic_cross","Hopes and Fears","Six of Cups","https://ik.imagekit.io/tarotmancer/c06.webp","upright","1","2024-07-05"
"celtic_cross","Yourself","Six of Cups","https://ik.imagekit.io/tarotmancer/c06.webp","reversed","1","2024-07-16"
"celtic_cross","The Outcome","Six of Cups","https://ik.imagekit.io/tarotmancer/c06.webp","reversed","1","2024-07-11"
"three_card","The Past","Six of Cups","https://ik.imagekit.io/tarotmancer/c06.webp","reversed","1","2024-07-24"
"celtic_cross","The Past","Six of Cups","https://ik.imagekit.io/tarotmancer/c06.webp","upright","1","2024-07-13"
"celtic_cross","The Present","Seven of Cups","https://ik.imagekit.io/tarotmancer/c07.webp","upright","1","2024-07-17"
"celtic_cross","The Foundation","Seven of Cups","https://ik.imagekit.io/tarotmancer/c07.webp","upright","1","2024-07-05"
"celtic_cross","Yourself","Seven of Cups","https://ik.imagekit.io/tarotmancer/c07.webp","reversed","1","2024-07-12"
"celtic_cross","The Present","Seven of Cups","https://ik.imagekit.io/tarotmancer/c07.webp","reversed","1","2024-07-05"
"celtic_cross","The Situation","Seven of Cups","https://ik.imagekit.io/tarotmancer/c07.webp","upright","1","2024-07-07"
"celtic_cross","The Challenge","Seven of Cups","https://ik.imagekit.io/tarotmancer/c07.webp","upright","1","2024-07-06"
"celtic_cross","Yourself","Seven of Cups","https://ik.imagekit.io/tarotmancer/c07.webp","reversed","1","2024-07-06"
"celtic_cross","The Foundation","Seven of Cups","https://ik.imagekit.io/tarotmancer/c07.webp","upright","1","2024-07-13"
"celtic_cross","The Future","Seven of Cups","https://ik.imagekit.io/tarotmancer/c07.webp","upright","1","2024-07-18"
"celtic_cross","Yourself","Seven of Cups","https://ik.imagekit.io/tarotmancer/c07.webp","upright","1","2024-07-18"
"celtic_cross","The Situation","Seven of Cups","https://ik.imagekit.io/tarotmancer/c07.webp","reversed","1","2024-07-06"
"celtic_cross","The Situation","Seven of Cups","https://ik.imagekit.io/tarotmancer/c07.webp","reversed","1","2024-07-07"
"celtic_cross","The Situation","Seven of Cups","https://ik.imagekit.io/tarotmancer/c07.webp","upright","1","2024-07-11"
"celtic_cross","The Foundation","Seven of Cups","https://ik.imagekit.io/tarotmancer/c07.webp","upright","1","2024-07-18"
"celtic_cross","The Present","Seven of Cups","https://ik.imagekit.io/tarotmancer/c07.webp","reversed","1","2024-07-13"
"celtic_cross","External Influences","Seven of Cups","https://ik.imagekit.io/tarotmancer/c07.webp","reversed","1","2024-07-29"
"celtic_cross","The Situation","Seven of Cups","https://ik.imagekit.io/tarotmancer/c07.webp","reversed","1","2024-07-11"
"celtic_cross","The Future","Seven of Cups","https://ik.imagekit.io/tarotmancer/c07.webp","upright","1","2024-07-22"
"celtic_cross","The Past","Seven of Cups","https://ik.imagekit.io/tarotmancer/c07.webp","upright","1","2024-07-18"
"celtic_cross","The Foundation","Seven of Cups","https://ik.imagekit.io/tarotmancer/c07.webp","reversed","1","2024-07-18"
"celtic_cross","The Outcome","Seven of Cups","https://ik.imagekit.io/tarotmancer/c07.webp","upright","1","2024-07-12"
"celtic_cross","The Past","Seven of Cups","https://ik.imagekit.io/tarotmancer/c07.webp","reversed","1","2024-07-05"
"celtic_cross","The Future","Seven of Cups","https://ik.imagekit.io/tarotmancer/c07.webp","upright","1","2024-07-06"
"celtic_cross","The Past","Eight of Cups","https://ik.imagekit.io/tarotmancer/c08.webp","upright","1","2024-07-21"
"celtic_cross","Hopes and Fears","Eight of Cups","https://ik.imagekit.io/tarotmancer/c08.webp","reversed","1","2024-07-05"
"celtic_cross","The Past","Eight of Cups","https://ik.imagekit.io/tarotmancer/c08.webp","upright","1","2024-07-05"
"celtic_cross","The Present","Eight of Cups","https://ik.imagekit.io/tarotmancer/c08.webp","upright","1","2024-07-28"
"celtic_cross","The Situation","Eight of Cups","https://ik.imagekit.io/tarotmancer/c08.webp","upright","1","2024-07-05"
"celtic_cross","The Future","Eight of Cups","https://ik.imagekit.io/tarotmancer/c08.webp","reversed","1","2024-07-14"
"celtic_cross","Yourself","Eight of Cups","https://ik.imagekit.io/tarotmancer/c08.webp","upright","1","2024-07-21"
"celtic_cross","The Challenge","Eight of Cups","https://ik.imagekit.io/tarotmancer/c08.webp","upright","1","2024-07-17"
"celtic_cross","The Present","Eight of Cups","https://ik.imagekit.io/tarotmancer/c08.webp","reversed","1","2024-07-21"
"celtic_cross","The Challenge","Eight of Cups","https://ik.imagekit.io/tarotmancer/c08.webp","upright","1","2024-07-13"
"celtic_cross","The Past","Eight of Cups","https://ik.imagekit.io/tarotmancer/c08.webp","upright","1","2024-07-15"
"celtic_cross","Hopes and Fears","Eight of Cups","https://ik.imagekit.io/tarotmancer/c08.webp","reversed","2","2024-07-11"
"celtic_cross","External Influences","Eight of Cups","https://ik.imagekit.io/tarotmancer/c08.webp","reversed","1","2024-07-08"
"celtic_cross","The Situation","Eight of Cups","https://ik.imagekit.io/tarotmancer/c08.webp","upright","1","2024-07-06"
"celtic_cross","The Present","Eight of Cups","https://ik.imagekit.io/tarotmancer/c08.webp","reversed","1","2024-07-10"
"celtic_cross","External Influences","Eight of Cups","https://ik.imagekit.io/tarotmancer/c08.webp","upright","1","2024-07-07"
"celtic_cross","The Situation","Eight of Cups","https://ik.imagekit.io/tarotmancer/c08.webp","reversed","1","2024-07-06"
"celtic_cross","The Challenge","Eight of Cups","https://ik.imagekit.io/tarotmancer/c08.webp","upright","1","2024-07-06"
"celtic_cross","External Influences","Eight of Cups","https://ik.imagekit.io/tarotmancer/c08.webp","reversed","1","2024-07-24"
"celtic_cross","Hopes and Fears","Eight of Cups","https://ik.imagekit.io/tarotmancer/c08.webp","upright","1","2024-07-12"
"celtic_cross","External Influences","Eight of Cups","https://ik.imagekit.io/tarotmancer/c08.webp","reversed","1","2024-07-27"
"celtic_cross","The Foundation","Eight of Cups","https://ik.imagekit.io/tarotmancer/c08.webp","upright","1","2024-07-18"
"celtic_cross","The Outcome","Eight of Cups","https://ik.imagekit.io/tarotmancer/c08.webp","reversed","1","2024-07-18"
"celtic_cross","The Future","Eight of Cups","https://ik.imagekit.io/tarotmancer/c08.webp","reversed","1","2024-07-27"
"celtic_cross","The Challenge","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","upright","1","2024-07-17"
"celtic_cross","The Foundation","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","upright","1","2024-07-05"
"celtic_cross","The Future","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","reversed","1","2024-07-06"
"celtic_cross","External Influences","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","reversed","1","2024-07-14"
"celtic_cross","The Challenge","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","reversed","1","2024-07-14"
"celtic_cross","The Present","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","upright","1","2024-07-04"
"celtic_cross","The Situation","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","upright","1","2024-07-11"
"celtic_cross","The Past","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","reversed","1","2024-07-17"
"celtic_cross","The Present","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","reversed","1","2024-07-14"
"celtic_cross","The Foundation","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","reversed","1","2024-07-17"
"celtic_cross","The Challenge","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","reversed","1","2024-07-11"
"celtic_cross","The Past","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","reversed","1","2024-07-11"
"celtic_cross","The Situation","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","reversed","1","2024-07-09"
"celtic_cross","External Influences","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","reversed","1","2024-07-05"
"celtic_cross","The Challenge","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","upright","1","2024-07-05"
"celtic_cross","The Past","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","upright","1","2024-07-06"
"celtic_cross","The Challenge","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","upright","1","2024-07-06"
"celtic_cross","The Outcome","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","reversed","1","2024-07-13"
"celtic_cross","External Influences","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","reversed","1","2024-07-17"
"celtic_cross","The Past","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","upright","1","2024-07-13"
"celtic_cross","The Foundation","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","upright","1","2024-07-18"
"celtic_cross","External Influences","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","upright","1","2024-07-18"
"celtic_cross","The Foundation","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","reversed","2","2024-07-05"
"celtic_cross","The Outcome","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","reversed","1","2024-07-06"
"celtic_cross","The Past","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","reversed","1","2024-07-29"
"celtic_cross","The Outcome","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","upright","1","2024-07-07"
"celtic_cross","The Present","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","reversed","1","2024-07-09"
"celtic_cross","The Foundation","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","reversed","1","2024-07-19"
"celtic_cross","Yourself","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","reversed","1","2024-07-13"
"celtic_cross","Yourself","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","reversed","1","2024-07-07"
"celtic_cross","Hopes and Fears","Nine of Cups","https://ik.imagekit.io/tarotmancer/c09.webp","reversed","1","2024-07-05"
"celtic_cross","Hopes and Fears","Ten of Cups","https://ik.imagekit.io/tarotmancer/c10.webp","upright","1","2024-07-17"
"celtic_cross","The Foundation","Ten of Cups","https://ik.imagekit.io/tarotmancer/c10.webp","upright","1","2024-07-05"
"celtic_cross","The Challenge","Ten of Cups","https://ik.imagekit.io/tarotmancer/c10.webp","reversed","1","2024-07-05"
"celtic_cross","Hopes and Fears","Ten of Cups","https://ik.imagekit.io/tarotmancer/c10.webp","upright","1","2024-07-28"
"celtic_cross","The Situation","Ten of Cups","https://ik.imagekit.io/tarotmancer/c10.webp","upright","1","2024-07-06"
"celtic_cross","Hopes and Fears","Ten of Cups","https://ik.imagekit.io/tarotmancer/c10.webp","reversed","2","2024-07-06"
"celtic_cross","Hopes and Fears","Ten of Cups","https://ik.imagekit.io/tarotmancer/c10.webp","reversed","1","2024-07-11"
"celtic_cross","External Influences","Ten of Cups","https://ik.imagekit.io/tarotmancer/c10.webp","upright","1","2024-07-06"
"celtic_cross","The Foundation","Ten of Cups","https://ik.imagekit.io/tarotmancer/c10.webp","upright","1","2024-07-15"
"celtic_cross","The Past","Ten of Cups","https://ik.imagekit.io/tarotmancer/c10.webp","reversed","1","2024-07-10"
"celtic_cross","Hopes and Fears","Ten of Cups","https://ik.imagekit.io/tarotmancer/c10.webp","reversed","1","2024-07-17"
"celtic_cross","The Foundation","Ten of Cups","https://ik.imagekit.io/tarotmancer/c10.webp","reversed","2","2024-07-06"
"celtic_cross","The Challenge","Ten of Cups","https://ik.imagekit.io/tarotmancer/c10.webp","reversed","1","2024-07-11"
"celtic_cross","Hopes and Fears","Ten of Cups","https://ik.imagekit.io/tarotmancer/c10.webp","reversed","1","2024-07-07"
"celtic_cross","The Situation","Ten of Cups","https://ik.imagekit.io/tarotmancer/c10.webp","reversed","1","2024-07-11"
"celtic_cross","The Challenge","Ten of Cups","https://ik.imagekit.io/tarotmancer/c10.webp","upright","1","2024-07-06"
"celtic_cross","The Present","Ten of Cups","https://ik.imagekit.io/tarotmancer/c10.webp","upright","1","2024-07-07"
"celtic_cross","The Future","Ten of Cups","https://ik.imagekit.io/tarotmancer/c10.webp","reversed","1","2024-07-08"
"celtic_cross","The Outcome","Page of Cups","https://ik.imagekit.io/tarotmancer/c11.webp","upright","1","2024-07-19"
"celtic_cross","Yourself","Page of Cups","https://ik.imagekit.io/tarotmancer/c11.webp","reversed","1","2024-07-06"
"celtic_cross","The Challenge","Page of Cups","https://ik.imagekit.io/tarotmancer/c11.webp","reversed","1","2024-07-17"
